Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
22/08/2018 11:21:42.442,65,10.0,-3276.8,-121,0.24,0.32,4.173,95,0.000,65535.000,0,0.000000,0.000060,0,65535,0,65535,3,2,-0.91,-0.84,0.00,0.25,0.26,0.43,25.0,560,255,-128,-128,6553.5,414,423,498
22/08/2018 11:21:43.442,65,10.0,-3276.8,-126,0.13,0.21,4.173,95,0.000,65535.000,0,0.000000,0.000020,0,65535,0,65535,3,3,-1.08,-0.85,0.14,0.22,0.31,0.39,25.0,563,255,-128,-128,6553.5,414,422,498
22/08/2018 11:21:44.442,65,10.0,-3276.8,-128,0.06,0.10,4.173,95,0.000,65535.000,0,0.000000,0.000000,0,65535,0,65535,0,0,-0.91,-0.86,0.16,0.24,0.31,0.39,25.0,563,255,-128,-128,6553.5,415,422,499
22/08/2018 11:21:45.442,65,10.0,-3276.8,-129,0.04,0.12,4.173,95,0.000,65535.000,0,0.000000,0.000200,0,65535,0,65535,0,0,-0.93,-0.85,0.01,0.22,0.21,0.50,25.0,563,255,-128,-128,6553.5,415,423,499
22/08/2018 11:21:46.442,65,10.0,-3276.8,-130,0.02,0.04,4.173,95,0.000,65535.000,0,0.000000,0.000240,0,65535,0,65535,0,1,-0.90,-0.86,0.12,0.21,0.32,0.39,25.0,560,255,-128,-128,6553.5,415,422,499
22/08/2018 11:21:47.442,65,10.0,-3276.8,-130,0.01,0.04,4.173,95,18651.000,65535.000,0,0.000000,0.000240,0,65535,0,65535,1,0,-0.91,-0.85,0.13,0.21,0.31,0.39,25.0,560,255,-128,-128,6553.5,414,422,498
22/08/2018 11:21:48.442,65,10.0,-3276.8,-131,0.02,0.07,4.173,95,16451.000,65535.000,0,0.000000,0.000840,0,65535,0,65535,1,1,-0.92,-0.84,0.09,0.21,0.33,0.44,25.0,560,255,-128,-128,6553.5,428,428,502
22/08/2018 11:21:49.442,65,10.0,-3276.8,-129,0.07,0.25,4.170,95,17992.000,65535.000,0,0.000000,0.003160,0,65535,0,65535,1,2,-0.92,-0.73,0.10,0.30,0.20,0.61,25.0,560,255,-128,-128,6553.5,416,426,500
22/08/2018 11:21:50.442,65,10.0,-3276.8,-131,0.05,0.09,4.169,94,15645.000,65535.000,11,0.000000,0.002240,0,65535,0,65535,1,3,-0.91,-0.78,0.10,0.25,0.31,0.39,25.0,560,255,-128,-128,6553.5,415,423,499
22/08/2018 11:21:51.442,65,10.0,-3276.8,-131,0.03,0.12,4.169,94,12483.000,65535.000,11,0.000000,0.004460,0,65535,0,65535,1,4,-0.92,-0.81,0.09,0.24,0.22,0.49,25.0,560,255,-128,-128,6553.5,418,426,500
22/08/2018 11:21:52.442,0,10.0,-3276.8,-131,0.04,0.18,4.169,94,17053.000,65535.000,11,0.000800,0.002720,0,65535,0,65535,1,5,-0.93,-0.78,0.14,0.26,0.27,0.55,25.0,560,255,-128,-128,6553.5,413,421,498
22/08/2018 11:21:53.442,60,10.0,-3276.8,-131,0.16,0.37,4.169,94,17915.000,65535.000,22,0.000800,0.004500,0,65535,0,65535,3,0,-1.20,-0.62,0.13,0.27,0.13,0.59,25.0,560,255,-128,-128,6553.5,394,407,478
22/08/2018 11:21:54.442,71,10.0,-3276.8,-131,0.13,0.33,4.169,94,20946.000,65535.000,22,0.024380,0.005440,0,65535,0,65535,3,1,-1.12,-0.60,0.10,0.32,0.18,0.57,25.0,560,255,-128,-128,6553.5,414,422,499
22/08/2018 11:21:55.442,79,10.0,-3276.8,-127,0.18,0.42,4.169,94,22480.000,65535.000,22,0.024380,0.003440,0,65535,0,65535,3,2,-1.06,-0.66,-0.09,0.25,-0.06,0.57,25.0,560,255,-128,-128,6553.5,414,422,498
22/08/2018 11:21:56.442,82,10.0,-3276.8,-115,0.33,0.44,4.169,94,21899.000,65535.000,22,0.018060,0.003900,0,65535,0,65535,3,3,-1.12,-0.85,-0.19,0.00,-0.18,0.19,25.0,560,255,-128,-128,6553.5,414,422,498
22/08/2018 11:21:57.442,84,10.0,-3276.8,-111,0.19,0.43,4.169,94,22361.000,65535.000,33,0.018060,0.006660,0,65535,0,65535,3,4,-1.27,-0.72,-0.20,0.10,-0.18,0.27,25.0,563,255,-128,-128,6553.5,398,393,490
22/08/2018 11:21:58.442,85,10.0,-3276.8,-109,0.17,0.44,4.169,94,22689.000,65535.000,0,0.018060,0.005440,0,65535,0,65535,0,0,-1.28,-0.74,-0.16,0.25,-0.26,0.19,25.0,563,255,-128,-128,6553.5,435,435,505
22/08/2018 11:21:59.442,85,10.0,-3276.8,-109,0.22,0.28,4.169,94,24202.000,65535.000,11,0.018060,0.004880,0,65535,0,65535,1,0,-1.08,-0.79,-0.14,0.24,-0.20,0.19,25.0,560,255,-128,-128,6553.5,405,415,496
22/08/2018 11:22:00.442,85,10.0,-3276.8,-109,0.08,0.15,4.169,94,23233.000,65535.000,11,0.014280,0.004480,0,65535,0,65535,1,1,-1.03,-0.90,-0.02,0.07,-0.12,0.02,25.0,560,255,-128,-128,6553.5,430,436,503
22/08/2018 11:22:01.442,85,11.0,-3276.8,-108,0.05,0.12,4.169,94,20025.000,65535.000,11,0.014280,0.003180,0,65535,0,65535,1,2,-1.01,-0.89,-0.04,0.06,-0.12,0.07,25.0,560,255,-128,-128,6553.5,421,431,502
22/08/2018 11:22:02.442,85,11.0,-3276.8,-106,0.03,0.16,4.169,94,15348.000,65535.000,11,0.010540,0.003480,0,65535,0,65535,1,3,-1.06,-0.87,-0.10,0.07,-0.09,0.09,25.0,560,255,-128,-128,6553.5,398,417,491
22/08/2018 11:22:03.442,85,11.0,-3276.8,-108,0.03,0.13,4.169,94,15772.000,65535.000,11,0.010540,0.002820,0,65535,0,65535,1,4,-1.02,-0.91,-0.03,0.10,-0.02,0.12,25.0,560,255,-128,-128,6553.5,413,419,499
22/08/2018 11:22:04.442,85,11.0,-3276.8,-110,0.09,0.18,4.169,94,14965.000,65535.000,22,0.010540,0.003260,0,65535,0,65535,1,5,-1.07,-0.84,-0.02,0.21,-0.14,0.18,25.0,560,255,-128,-128,6553.5,416,428,499
22/08/2018 11:22:05.442,85,12.0,-3276.8,-104,0.16,0.60,4.169,94,13542.000,65535.000,22,0.010540,0.003000,0,65535,0,65535,1,6,-1.33,-0.55,-0.18,0.75,-0.32,0.80,25.0,560,255,-128,-128,6553.5,411,419,498
22/08/2018 11:22:06.442,85,12.0,-3276.8,-101,0.15,0.56,4.169,94,13093.000,65535.000,22,0.010540,0.002340,0,65535,0,65535,1,7,-1.49,-0.81,-0.19,0.16,-0.54,0.02,25.0,560,255,-128,-128,6553.5,425,432,502
22/08/2018 11:22:07.442,85,12.0,-3276.8,-104,0.07,0.12,4.169,94,11732.000,65535.000,22,0.010540,0.003860,0,65535,0,65535,1,8,-0.97,-0.90,-0.07,0.07,-0.09,0.04,25.0,560,255,-128,-128,6553.5,412,421,498
22/08/2018 11:22:08.442,85,12.0,-3276.8,-104,0.05,0.09,4.169,94,12284.000,65535.000,22,0.009140,0.002640,0,65535,0,65535,1,9,-0.97,-0.91,-0.06,0.03,-0.13,0.04,25.0,560,255,-128,-128,6553.5,414,421,499
22/08/2018 11:22:09.442,85,12.0,-3276.8,-104,0.03,0.07,4.169,94,14586.000,65535.000,22,0.009140,0.002080,0,65535,0,65535,1,10,-0.97,-0.91,-0.08,0.01,-0.10,0.00,25.0,560,255,-128,-128,6553.5,412,420,500
22/08/2018 11:22:10.442,85,12.0,-3276.8,-104,0.02,0.04,4.169,94,19588.000,65535.000,33,0.004760,0.001080,0,65535,0,65535,1,11,-0.97,-0.91,-0.06,0.02,-0.08,-0.01,25.0,560,255,-128,-128,6553.5,422,428,504
22/08/2018 11:22:11.442,85,13.0,-3276.8,-104,0.02,0.03,4.169,94,25266.000,65535.000,33,0.004760,0.000660,0,65535,0,65535,1,12,-0.96,-0.91,-0.06,0.01,-0.08,-0.01,25.0,560,255,-128,-128,6553.5,408,414,482
22/08/2018 11:22:12.442,85,13.0,-3276.8,-104,0.01,0.04,4.169,94,28772.000,65535.000,33,0.000700,0.000420,0,65535,0,65535,1,13,-0.96,-0.90,-0.07,0.01,-0.10,-0.02,25.0,560,255,-128,-128,6553.5,415,423,499
22/08/2018 11:22:13.442,85,13.0,-3276.8,-104,0.02,0.04,4.169,94,32657.000,65535.000,33,0.000700,0.001880,0,65535,0,65535,1,14,-0.96,-0.90,-0.07,0.01,-0.10,-0.02,25.0,560,255,-128,-128,6553.5,416,424,499
22/08/2018 11:22:14.442,85,13.0,-3276.8,-104,0.07,0.10,4.169,94,30793.000,65535.000,33,0.000700,0.004120,0,65535,0,65535,1,15,-1.03,-0.90,-0.10,0.02,-0.15,0.02,25.0,560,255,-128,-128,6553.5,409,418,497
22/08/2018 11:22:15.442,85,13.0,-3276.8,-104,0.05,0.18,4.169,94,30303.000,65535.000,44,0.000700,0.003020,0,65535,0,65535,1,16,-1.09,-0.87,-0.08,0.06,-0.20,0.07,25.0,560,255,-128,-128,6553.5,415,424,499
22/08/2018 11:22:16.442,85,13.0,-3276.8,-103,0.10,0.10,4.169,94,29492.000,65535.000,44,0.000700,0.003060,0,65535,0,65535,1,17,-0.98,-0.89,-0.03,0.08,-0.07,0.04,25.0,560,255,-128,-128,6553.5,412,421,498
22/08/2018 11:22:17.442,84,13.0,-3276.8,-93,0.36,0.77,4.169,94,24297.000,65535.000,44,0.000700,0.002820,0,65535,0,65535,1,18,-1.07,-0.50,-0.25,0.00,-0.79,0.01,25.0,560,255,-128,-128,6553.5,418,426,500
22/08/2018 11:22:18.442,84,13.0,-3276.8,-86,0.25,0.39,4.169,94,20891.000,65535.000,55,0.000700,0.002160,0,65535,0,65535,1,19,-1.08,-0.77,-0.24,0.04,-0.57,0.01,25.0,560,255,-128,-128,6553.5,411,420,498
22/08/2018 11:22:19.442,84,13.0,-3276.8,-85,0.21,0.50,4.169,94,17671.000,65535.000,66,0.000700,0.002140,0,65535,0,65535,1,20,-0.90,-0.55,-0.45,-0.16,-0.59,-0.19,25.0,560,255,-128,-128,6553.5,414,424,498
22/08/2018 11:22:20.442,84,13.0,-3276.8,-94,0.40,0.67,4.169,94,16108.000,65535.000,66,0.000700,0.003380,3,65535,0,65535,1,21,-1.07,-0.72,-0.19,0.61,-0.56,-0.03,25.0,528,255,-128,-128,6553.5,401,409,476
22/08/2018 11:22:21.442,84,13.0,-3276.8,-104,0.27,0.56,4.169,94,15443.000,65535.000,66,0.000700,0.003580,3,65535,0,65535,1,22,-1.09,-0.62,-0.10,0.40,-0.16,0.19,25.0,528,255,-128,-128,6553.5,413,424,502
22/08/2018 11:22:22.442,84,13.0,-3276.8,-112,0.23,2.22,4.169,94,20750.000,65535.000,77,0.000700,0.005120,3,65535,0,65535,1,23,-1.15,1.72,-2.03,0.37,-1.26,0.37,25.0,528,255,-128,-128,6553.5,411,423,495
22/08/2018 11:22:23.442,84,14.0,-3276.8,-117,0.12,0.25,4.169,94,20229.000,65535.000,77,0.000700,0.005000,3,65535,0,65535,1,24,-1.04,-0.79,0.10,0.26,0.07,0.19,25.0,531,255,-128,-128,6553.5,412,421,499
22/08/2018 11:22:24.442,84,14.0,-3276.8,-117,0.05,0.24,4.169,94,16522.000,65535.000,77,0.000700,0.003260,2,65535,0,65535,0,0,-1.03,-0.57,0.08,0.33,0.06,0.19,25.0,528,255,-128,-128,6553.5,391,402,502
22/08/2018 11:22:25.442,84,14.0,-3276.8,-115,0.07,0.10,4.169,94,20840.000,65535.000,77,0.000700,0.003940,2,65535,0,65535,1,0,-1.02,-0.90,0.00,0.24,0.08,0.19,25.0,528,255,-128,-128,6553.5,410,415,497
22/08/2018 11:22:26.442,84,14.0,-3276.8,-114,0.06,0.14,4.169,94,17586.000,65535.000,88,0.000700,0.004220,2,65535,0,65535,1,1,-0.97,-0.90,-0.03,0.08,0.01,0.19,25.0,528,255,-128,-128,6553.5,418,426,500
22/08/2018 11:22:27.442,84,14.0,-3276.8,-115,0.05,0.12,4.169,94,14800.000,65535.000,88,0.000700,0.003300,2,65535,0,65535,1,2,-0.98,-0.91,-0.08,0.07,0.07,0.20,25.0,528,255,-128,-128,6553.5,416,425,500
22/08/2018 11:22:28.442,84,14.0,-3276.8,-113,0.06,0.10,4.169,94,13146.000,65535.000,88,0.000700,0.003760,2,65535,0,65535,1,3,-1.00,-0.90,-0.02,0.08,0.02,0.19,25.0,528,255,-128,-128,6553.5,417,425,501
22/08/2018 11:22:29.442,84,15.0,-3276.8,-118,0.14,0.25,4.169,94,15631.000,65535.000,88,0.000700,0.003300,2,65535,0,65535,1,4,-1.01,-0.91,-0.01,0.24,-0.02,0.33,25.0,528,255,-128,-128,6553.5,416,418,486
22/08/2018 11:22:30.442,84,15.0,-3276.8,-120,0.08,0.27,4.169,94,13784.000,65535.000,99,0.000700,0.002820,2,65535,0,65535,1,5,-1.09,-0.77,0.08,0.26,0.08,0.45,25.0,528,254,0,12,6553.5,415,425,499
22/08/2018 11:22:31.442,84,15.0,-3276.8,-121,0.05,0.13,4.169,94,14375.000,65535.000,99,0.000700,0.002880,1,65535,0,65535,1,6,-0.95,-0.89,0.08,0.20,0.10,0.33,25.0,528,254,0,12,6553.5,421,428,501
22/08/2018 11:22:32.442,85,15.0,-3276.8,-113,0.20,0.19,4.169,94,14263.000,65535.000,99,0.000700,0.002960,1,65535,0,65535,1,7,-1.00,-0.90,0.02,0.22,-0.01,0.20,25.0,528,254,0,12,6553.5,421,426,501
22/08/2018 11:22:33.442,84,16.0,-3276.8,-89,0.60,1.01,4.169,94,11744.000,65535.000,99,0.000700,0.004820,1,65535,0,65535,1,8,-0.98,-0.53,-0.44,0.00,-0.95,0.01,25.0,528,254,-6,12,6553.5,439,448,505
22/08/2018 11:22:34.442,84,16.0,-3276.8,-93,0.23,0.65,4.169,94,10938.000,65535.000,99,0.000700,0.003960,1,65535,0,65535,1,9,-1.20,-0.54,-0.30,0.09,-0.74,0.21,25.0,528,254,0,12,6553.5,423,429,501
22/08/2018 11:22:35.442,84,16.0,-3276.8,-93,0.17,0.31,4.169,94,12987.000,65535.000,100,0.000700,0.002380,1,65535,0,65535,1,10,-0.96,-0.80,-0.02,0.24,-0.49,-0.18,25.0,528,254,-6,12,6553.5,414,424,499
22/08/2018 11:22:36.442,84,16.0,-3276.8,-100,0.18,0.26,4.169,94,16402.000,65535.000,100,0.000700,0.002980,1,65535,0,65535,1,11,-1.02,-0.89,0.06,0.21,-0.20,0.08,25.1,528,254,-8,12,6553.5,417,426,498
22/08/2018 11:22:37.442,84,16.0,-3276.8,-110,0.18,0.32,4.167,94,16366.000,65535.000,100,0.000700,0.002900,1,65535,0,65535,1,12,-1.06,-0.86,-0.02,0.10,0.01,0.21,25.1,528,254,0,12,6553.5,417,433,506
22/08/2018 11:22:38.442,84,16.0,-3276.8,-112,0.12,0.19,4.164,94,14483.000,65535.000,100,0.000700,0.003740,1,65535,0,65535,1,13,-1.00,-0.89,-0.02,0.08,0.04,0.19,25.1,528,254,0,12,37.1,425,439,512
22/08/2018 11:22:39.442,84,16.0,-3276.8,-114,0.06,0.16,4.164,94,13245.000,65535.000,100,0.000700,0.003320,1,65535,0,65535,1,14,-1.09,-0.89,-0.06,0.14,0.08,0.19,25.1,528,254,-1,12,37.1,427,434,499
22/08/2018 11:22:40.442,84,16.0,-3276.8,-115,0.03,0.12,4.164,94,14538.000,65535.000,100,0.000700,0.002860,1,65535,0,65535,1,15,-0.96,-0.91,0.02,0.16,0.10,0.19,25.1,528,254,0,12,37.1,418,426,500
22/08/2018 11:22:41.442,84,16.0,-3276.8,-117,0.02,0.04,4.164,94,12042.000,65535.000,100,0.000700,0.002780,3,65535,0,65535,1,16,-0.95,-0.91,0.04,0.12,0.12,0.19,25.1,528,254,0,12,37.1,418,426,500
22/08/2018 11:22:42.442,83,16.0,-3276.8,-117,0.02,0.03,4.164,94,10322.000,65535.000,100,0.000700,0.002140,5,65535,0,65535,1,17,-0.96,-0.91,0.03,0.09,0.10,0.19,25.2,528,254,-2,12,37.1,414,423,499
22/08/2018 11:22:43.442,83,16.0,-3276.8,-117,0.01,0.03,4.164,94,9055.000,65535.000,100,0.000700,0.001360,9,65535,0,65535,1,18,-0.96,-0.91,0.02,0.09,0.13,0.19,25.2,528,254,0,12,37.1,414,422,498
22/08/2018 11:22:44.442,82,16.0,-3276.8,-117,0.01,0.03,4.164,94,7787.000,65535.000,100,0.000700,0.000820,12,65535,0,65535,0,0,-0.96,-0.90,0.02,0.09,0.14,0.19,25.2,531,254,-3,12,37.1,415,423,498
22/08/2018 11:22:45.442,82,16.0,-3276.8,-117,0.06,0.14,4.164,94,5911.000,65535.000,100,0.000700,0.001880,15,65535,0,65535,1,0,-0.96,-0.91,-0.10,0.08,0.14,0.20,25.2,528,254,0,12,37.1,414,421,499
22/08/2018 11:22:46.442,82,16.0,-3276.8,-117,0.06,0.15,4.164,94,4689.000,65535.000,100,0.000700,0.002260,18,65535,0,65535,1,1,-1.07,-0.87,-0.12,0.12,0.06,0.19,25.3,528,254,-11,12,37.1,411,419,498
22/08/2018 11:22:47.442,81,16.0,-3276.8,-116,0.05,0.13,4.164,94,3674.000,65535.000,100,0.000700,0.002760,18,65535,0,65535,1,2,-1.00,-0.90,-0.10,0.08,0.04,0.20,25.3,528,254,0,12,37.1,389,396,462
22/08/2018 11:22:48.442,81,16.0,-3276.8,-111,0.15,0.20,4.164,94,2894.000,65535.000,100,0.000700,0.003200,19,65535,0,65535,1,3,-0.98,-0.91,0.03,0.12,-0.09,0.19,25.3,528,254,0,12,37.1,417,423,500
22/08/2018 11:22:49.442,81,17.0,-3276.8,-101,0.20,0.26,4.164,94,2797.000,65535.000,100,0.000700,0.004140,19,65535,0,65535,1,4,-0.93,-0.89,0.09,0.24,-0.22,-0.07,25.3,528,254,0,12,37.1,421,426,501
22/08/2018 11:22:50.442,81,17.0,-3276.8,-103,0.54,1.37,4.164,94,2780.000,65535.000,100,0.000700,0.004200,23,65535,0,65535,1,5,-2.36,0.22,-0.28,0.43,-0.31,0.59,25.3,528,254,0,12,37.1,420,430,500
22/08/2018 11:22:51.442,80,17.0,-3276.8,-98,0.35,3.71,4.164,94,4239.000,65535.000,100,0.000700,0.005220,28,65535,0,65535,1,6,-4.92,0.04,-1.43,0.36,-0.74,0.16,25.3,528,254,0,12,37.1,442,438,514
22/08/2018 11:22:52.442,80,17.0,-3276.8,-103,0.20,0.42,4.164,94,7307.000,65535.000,100,0.000700,0.003120,24,65535,0,65535,1,7,-1.16,-0.60,-0.22,0.28,-0.54,0.19,25.4,528,254,0,12,37.1,408,419,498
22/08/2018 11:22:53.442,79,16.0,-3276.8,-105,0.24,1.10,4.164,94,10238.000,65535.000,100,0.000700,0.001740,21,65535,0,65535,1,8,-1.33,-0.46,-0.33,1.15,-0.42,0.83,25.4,528,254,-6,12,37.1,418,426,501
22/08/2018 11:22:54.442,79,16.0,-3276.8,-107,0.08,0.31,4.164,94,18711.000,65535.000,100,0.000700,0.005320,19,65535,0,65535,1,9,-1.13,-0.79,-0.12,0.15,-0.09,0.27,25.4,531,254,0,12,37.1,410,417,497
22/08/2018 11:22:55.442,79,16.0,-3276.8,-103,0.26,0.74,4.164,94,21247.000,65535.000,100,0.000700,0.002780,17,65535,0,65535,1,10,-1.18,-0.59,-0.36,0.21,-0.71,0.44,25.4,528,254,-8,12,37.1,416,425,498
22/08/2018 11:22:56.442,79,16.0,-3276.8,-104,0.18,0.71,4.164,94,17990.000,65535.000,100,0.000700,0.007500,15,65535,0,65535,0,0,-1.30,-0.80,-0.34,0.26,-0.78,0.54,25.4,531,254,0,12,37.1,427,432,501
22/08/2018 11:22:57.442,79,16.0,-3276.8,-102,0.19,0.42,4.164,94,16022.000,65535.000,100,0.000700,0.003240,13,65535,0,65535,1,0,-1.02,-0.85,-0.12,0.33,-0.53,0.34,25.5,531,254,0,12,37.1,414,423,499
22/08/2018 11:22:58.442,79,16.0,-3276.8,-98,0.13,0.40,4.164,94,13887.000,65535.000,100,0.000700,0.002740,11,65535,0,65535,0,0,-1.14,-0.62,-0.01,0.49,-0.31,0.07,25.5,528,254,0,12,37.1,414,422,497
22/08/2018 11:22:59.442,79,16.0,-3276.8,-95,0.08,0.20,4.164,94,15480.000,65535.000,100,0.000700,0.001940,10,65535,0,65535,0,1,-1.07,-0.75,-0.08,0.32,-0.32,-0.12,25.5,528,254,0,12,37.1,413,420,497
22/08/2018 11:23:00.442,79,16.0,-3276.8,-93,0.06,0.16,4.164,94,18189.000,65535.000,100,0.000700,0.001640,9,65535,0,65535,0,2,-0.97,-0.86,0.03,0.22,-0.37,-0.18,25.5,528,254,0,12,37.1,422,425,509
22/08/2018 11:23:01.442,79,16.0,-3276.8,-93,0.05,0.20,4.164,94,24877.000,65535.000,100,0.000700,0.005260,8,65535,0,65535,0,3,-1.01,-0.83,-0.04,0.24,-0.39,-0.14,25.5,531,254,-7,12,37.1,421,437,501
22/08/2018 11:23:02.442,79,16.0,-3276.8,-101,0.36,0.87,4.164,94,21110.000,65535.000,100,0.000700,0.003520,7,65535,0,65535,0,0,-1.13,-0.66,-0.53,0.16,-0.93,0.80,25.5,528,254,0,12,37.1,412,422,498
22/08/2018 11:23:03.442,78,16.0,-3276.8,-112,0.42,1.12,4.164,94,16923.000,65535.000,100,0.000700,0.001720,6,65535,0,65535,0,1,-1.30,-0.31,-1.10,0.31,-0.37,1.15,25.5,528,254,0,12,37.1,458,459,509
22/08/2018 11:23:04.442,78,16.0,-3276.8,-113,0.21,1.06,4.164,94,13688.000,65535.000,100,0.000700,0.000960,5,65535,0,65535,1,0,-1.90,-0.02,-0.61,0.62,-0.50,1.03,25.6,528,254,-4,12,37.1,414,423,499
22/08/2018 11:23:05.442,78,16.0,-3276.8,-113,0.19,0.39,4.164,94,12861.000,65535.000,100,0.000700,0.001520,5,65535,0,65535,1,1,-1.20,-0.59,-0.06,0.37,-0.27,0.28,25.6,531,254,0,12,37.1,425,446,501
22/08/2018 11:23:06.442,78,16.0,-3276.8,-115,0.13,0.84,4.164,94,19648.000,65535.000,100,0.000700,0.001580,4,65535,0,65535,1,2,-1.63,-0.46,-0.56,1.09,-0.38,0.66,25.6,528,254,0,12,37.1,414,424,499
22/08/2018 11:23:07.442,77,15.0,-3276.8,-116,0.13,0.34,4.164,94,23988.000,65535.000,100,0.000700,0.001300,4,65535,0,65535,1,3,-1.26,-0.60,-0.07,0.49,-0.14,0.19,25.6,528,35,0,12,37.1,362,369,489
22/08/2018 11:23:08.442,77,15.0,-3276.8,-119,0.21,0.59,4.164,94,23769.000,65535.000,100,0.000700,0.004760,4,65535,0,65535,0,0,-1.42,-0.60,-0.28,1.07,-0.18,0.63,25.6,531,254,0,12,37.1,361,406,522
22/08/2018 11:23:09.442,77,15.0,-3276.8,-118,0.19,0.79,4.164,94,21247.000,65535.000,100,0.000700,0.004120,16,65535,0,65535,0,1,-1.36,-0.24,-0.80,0.45,-0.12,0.53,25.6,528,254,-1,12,37.1,426,431,514
22/08/2018 11:23:10.442,76,15.0,-3276.8,-118,0.17,1.34,4.164,94,19648.000,65535.000,100,0.000700,0.003100,14,65535,0,65535,1,0,-2.75,-0.51,-0.66,0.32,-0.12,0.50,25.6,528,254,0,12,37.1,423,410,495
22/08/2018 11:23:11.442,76,16.0,-3276.8,-118,0.09,0.28,4.164,94,21661.000,65535.000,100,0.000700,0.003180,12,65535,0,65535,0,0,-1.21,-0.67,-0.09,0.32,-0.12,0.40,25.6,531,254,-5,12,37.1,414,421,497
22/08/2018 11:23:12.442,76,16.0,-3276.8,-117,0.07,0.18,4.164,94,22752.000,65535.000,100,0.000700,0.003160,11,65535,0,65535,0,0,-1.04,-0.83,-0.09,0.04,-0.04,0.20,25.7,531,254,-6,12,37.1,412,419,498
22/08/2018 11:23:13.442,75,16.0,-3276.8,-116,0.06,0.13,4.164,94,20647.000,65535.000,100,0.000700,0.005220,10,65535,0,65535,0,0,-1.03,-0.87,-0.10,0.03,0.02,0.27,25.7,531,254,0,12,37.1,418,426,500
22/08/2018 11:23:14.442,75,16.0,-3276.8,-114,0.06,0.21,4.164,94,18776.000,65535.000,100,0.000700,0.008320,8,65535,0,65535,0,0,-1.18,-0.78,-0.13,0.04,-0.04,0.19,25.7,531,254,0,12,37.1,349,364,481
22/08/2018 11:23:15.442,75,16.0,-3276.8,-113,0.08,0.20,4.164,94,19634.000,65535.000,100,0.000700,0.005700,7,65535,0,65535,0,0,-1.16,-0.71,-0.15,0.15,-0.12,0.34,25.7,528,254,0,12,37.1,400,409,494
22/08/2018 11:23:16.442,75,16.0,-3276.8,-113,0.08,0.25,4.164,94,15089.000,65535.000,100,0.000700,0.005080,7,65535,0,65535,0,1,-1.08,-0.73,-0.32,0.26,-0.10,0.33,25.8,528,254,0,12,37.1,414,422,498
22/08/2018 11:23:17.442,75,17.0,-3276.8,-111,0.09,0.27,4.164,94,12029.000,65535.000,100,0.000700,0.004920,6,65535,0,65535,0,2,-1.07,-0.85,-0.16,0.10,-0.18,0.19,25.8,531,254,-1,12,37.1,424,437,501
22/08/2018 11:23:18.442,76,17.0,-3276.8,-104,0.53,1.85,4.164,94,10562.000,65535.000,100,0.000700,0.006580,5,65535,0,65535,0,0,-2.80,0.51,-1.16,0.50,-0.45,0.60,25.8,528,254,-5,12,37.1,404,413,498
22/08/2018 11:23:19.442,76,17.0,-3276.8,-100,1.13,2.40,4.164,94,8404.000,65535.000,100,0.000700,0.007560,5,65535,0,65535,0,1,-3.42,0.57,-0.63,0.14,-0.37,0.19,25.9,528,215,-4,12,37.1,398,420,473
22/08/2018 11:23:20.442,76,17.0,-3276.8,-96,1.13,2.66,4.164,94,7495.000,65535.000,100,0.000700,0.007480,4,65535,0,65535,0,2,-3.59,0.78,-0.83,0.12,-0.50,0.18,25.9,528,254,0,12,37.1,412,421,498
22/08/2018 11:23:21.442,77,17.0,-3276.8,-100,0.38,1.38,4.164,94,8266.000,65535.000,100,0.000700,0.006160,4,65535,0,65535,1,0,-2.20,-0.28,-0.48,0.13,-0.22,0.26,25.9,528,254,0,12,37.1,417,418,500
22/08/2018 11:23:22.442,79,17.0,-3276.8,-99,0.14,0.25,4.164,94,19802.000,65535.000,100,0.000700,0.006080,3,65535,0,65535,1,1,-1.10,-0.79,-0.31,0.15,-0.21,0.04,25.9,531,254,0,12,37.1,400,409,493
22/08/2018 11:23:23.442,79,18.0,-3276.8,-92,0.28,0.66,4.164,94,31475.000,65535.000,100,0.000700,0.004640,3,65535,0,65535,1,2,-0.95,-0.53,-0.26,0.06,-0.75,-0.14,25.9,528,254,0,12,37.1,420,431,502
22/08/2018 11:23:24.442,80,18.0,-3276.8,-78,0.55,1.22,4.164,94,37063.000,65535.000,100,0.000700,0.005540,3,65535,0,65535,1,3,-1.91,-0.36,-0.36,0.07,-1.12,-0.08,25.9,528,55,0,12,37.1,392,405,494
22/08/2018 11:23:25.442,80,18.0,-3276.8,-88,0.24,0.43,4.164,94,38534.000,65535.000,100,0.000700,0.003420,3,65535,0,65535,1,4,-1.16,-0.75,-0.15,-0.02,-0.39,-0.03,25.9,528,254,0,12,37.1,415,423,498
22/08/2018 11:23:26.442,80,18.0,-3276.8,-92,0.12,0.20,4.164,94,39546.000,65535.000,100,0.000700,0.002940,2,65535,0,65535,1,5,-1.03,-0.85,-0.32,0.07,-0.28,-0.03,26.0,528,254,-2,12,37.1,462,465,513
