Time,BreathingWaveform
24/08/2018 10:06:01.848,7521726
24/08/2018 10:06:01.888,7497271
24/08/2018 10:06:01.928,7459200
24/08/2018 10:06:01.968,7419611
24/08/2018 10:06:02.008,7384682
24/08/2018 10:06:02.048,7343103
24/08/2018 10:06:02.088,7308174
24/08/2018 10:06:02.128,7276230
24/08/2018 10:06:02.168,7250047
24/08/2018 10:06:02.208,7240987
24/08/2018 10:06:02.248,7235750
24/08/2018 10:06:02.288,7230723
24/08/2018 10:06:02.328,7226063
24/08/2018 10:06:02.368,7220040
24/08/2018 10:06:02.408,7215904
24/08/2018 10:06:02.448,7205168
24/08/2018 10:06:02.488,7196318
24/08/2018 10:06:02.528,7188987
24/08/2018 10:06:02.568,7182231
24/08/2018 10:06:02.608,7174481
24/08/2018 10:06:02.648,7166626
24/08/2018 10:06:02.688,7162332
24/08/2018 10:06:02.728,7157986
24/08/2018 10:06:02.768,7154006
24/08/2018 10:06:02.808,7146779
24/08/2018 10:06:02.848,7143114
24/08/2018 10:06:02.888,7141752
24/08/2018 10:06:02.928,7141700
24/08/2018 10:06:02.968,7143742
24/08/2018 10:06:03.008,7149502
24/08/2018 10:06:03.048,7159399
24/08/2018 10:06:03.088,7170606
24/08/2018 10:06:03.128,7181394
24/08/2018 10:06:03.168,7193805
24/08/2018 10:06:03.208,7203231
24/08/2018 10:06:03.248,7212604
24/08/2018 10:06:03.288,7220145
24/08/2018 10:06:03.328,7224125
24/08/2018 10:06:03.368,7223758
24/08/2018 10:06:03.408,7217527
24/08/2018 10:06:03.448,7213233
24/08/2018 10:06:03.488,7209410
24/08/2018 10:06:03.528,7205168
24/08/2018 10:06:03.568,7201607
24/08/2018 10:06:03.608,7199198
24/08/2018 10:06:03.648,7199565
24/08/2018 10:06:03.688,7200455
24/08/2018 10:06:03.728,7199617
24/08/2018 10:06:03.768,7199198
24/08/2018 10:06:03.808,7189249
24/08/2018 10:06:03.848,7180294
24/08/2018 10:06:03.888,7176838
24/08/2018 10:06:03.928,7164060
24/08/2018 10:06:03.968,7156781
24/08/2018 10:06:04.008,7142380
24/08/2018 10:06:04.048,7135311
24/08/2018 10:06:04.088,7141909
24/08/2018 10:06:04.128,7149712
24/08/2018 10:06:04.168,7162385
24/08/2018 10:06:04.208,7173958
24/08/2018 10:06:04.248,7172020
24/08/2018 10:06:04.288,7171392
24/08/2018 10:06:04.328,7167412
24/08/2018 10:06:04.368,7170030
24/08/2018 10:06:04.408,7180661
24/08/2018 10:06:04.448,7189353
24/08/2018 10:06:04.488,7192862
24/08/2018 10:06:04.528,7188673
24/08/2018 10:06:04.568,7158300
24/08/2018 10:06:04.608,7109389
24/08/2018 10:06:04.648,7053409
24/08/2018 10:06:04.688,7022041
24/08/2018 10:06:04.728,7018480
24/08/2018 10:06:04.768,7031153
24/08/2018 10:06:04.808,7021046
24/08/2018 10:06:04.848,7021518
24/08/2018 10:06:04.888,6999576
24/08/2018 10:06:04.928,6982661
24/08/2018 10:06:04.968,6984285
24/08/2018 10:06:05.008,6967370
24/08/2018 10:06:05.048,6953179
24/08/2018 10:06:05.088,6947261
24/08/2018 10:06:05.128,6942339
24/08/2018 10:06:05.168,6941658
24/08/2018 10:06:05.208,6941501
24/08/2018 10:06:05.248,6944119
24/08/2018 10:06:05.288,6947104
24/08/2018 10:06:05.328,6949775
24/08/2018 10:06:05.368,6954331
24/08/2018 10:06:05.408,6958782
24/08/2018 10:06:05.448,6963757
24/08/2018 10:06:05.488,6971559
24/08/2018 10:06:05.528,6972869
24/08/2018 10:06:05.568,6970669
24/08/2018 10:06:05.608,6980881
24/08/2018 10:06:05.648,7007588
24/08/2018 10:06:05.688,7015705
24/08/2018 10:06:05.728,7031363
24/08/2018 10:06:05.768,7065506
24/08/2018 10:06:05.808,7073466
24/08/2018 10:06:05.848,7079802
24/08/2018 10:06:05.888,7082891
24/08/2018 10:06:05.928,7084829
24/08/2018 10:06:05.968,7080849
24/08/2018 10:06:06.008,7074303
24/08/2018 10:06:06.048,7074041
24/08/2018 10:06:06.088,7085405
24/08/2018 10:06:06.128,7088652
24/08/2018 10:06:06.168,7087605
24/08/2018 10:06:06.208,7087552
24/08/2018 10:06:06.248,7086872
24/08/2018 10:06:06.288,7086452
24/08/2018 10:06:06.328,7084201
24/08/2018 10:06:06.368,7080535
24/08/2018 10:06:06.408,7082054
24/08/2018 10:06:06.448,7081740
24/08/2018 10:06:06.488,7086191
24/08/2018 10:06:06.528,7092056
24/08/2018 10:06:06.568,7089909
24/08/2018 10:06:06.608,7092108
24/08/2018 10:06:06.648,7092370
24/08/2018 10:06:06.688,7090537
24/08/2018 10:06:06.728,7089647
24/08/2018 10:06:06.768,7091113
24/08/2018 10:06:06.808,7093365
24/08/2018 10:06:06.848,7096716
24/08/2018 10:06:06.888,7096873
24/08/2018 10:06:06.928,7095302
24/08/2018 10:06:06.968,7092789
24/08/2018 10:06:07.008,7086557
24/08/2018 10:06:07.048,7082734
24/08/2018 10:06:07.088,7081635
24/08/2018 10:06:07.128,7084358
24/08/2018 10:06:07.168,7088128
24/08/2018 10:06:07.208,7095617
24/08/2018 10:06:07.248,7102005
24/08/2018 10:06:07.288,7113788
24/08/2018 10:06:07.328,7128294
24/08/2018 10:06:07.368,7144056
24/08/2018 10:06:07.408,7165579
24/08/2018 10:06:07.448,7210876
24/08/2018 10:06:07.488,7268218
24/08/2018 10:06:07.528,7347868
24/08/2018 10:06:07.568,7417726
24/08/2018 10:06:07.608,7488997
24/08/2018 10:06:07.648,7552465
24/08/2018 10:06:07.688,7605828
24/08/2018 10:06:07.728,7642327
24/08/2018 10:06:07.768,7652958
24/08/2018 10:06:07.808,7650706
24/08/2018 10:06:07.848,7625674
24/08/2018 10:06:07.888,7593783
24/08/2018 10:06:07.928,7553094
24/08/2018 10:06:07.968,7508006
24/08/2018 10:06:08.008,7477738
24/08/2018 10:06:08.048,7444171
24/08/2018 10:06:08.088,7413327
24/08/2018 10:06:08.128,7387038
24/08/2018 10:06:08.168,7367506
24/08/2018 10:06:08.208,7359598
24/08/2018 10:06:08.248,7352215
