Time,BreathingWaveform
20/08/2018 14:00:19.355,7258425
20/08/2018 14:00:19.395,7256697
20/08/2018 14:00:19.435,7253660
20/08/2018 14:00:19.475,7250832
20/08/2018 14:00:19.515,7246538
20/08/2018 14:00:19.555,7241773
20/08/2018 14:00:19.595,7236746
20/08/2018 14:00:19.635,7236065
20/08/2018 14:00:19.675,7238474
20/08/2018 14:00:19.715,7238526
20/08/2018 14:00:19.755,7238212
20/08/2018 14:00:19.795,7238212
20/08/2018 14:00:19.835,7236903
20/08/2018 14:00:19.875,7234808
20/08/2018 14:00:19.915,7233342
20/08/2018 14:00:19.955,7231771
20/08/2018 14:00:19.995,7230514
20/08/2018 14:00:20.035,7228995
20/08/2018 14:00:20.075,7227581
20/08/2018 14:00:20.115,7225487
20/08/2018 14:00:20.155,7224177
20/08/2018 14:00:20.195,7222345
20/08/2018 14:00:20.235,7219360
20/08/2018 14:00:20.275,7216165
20/08/2018 14:00:20.315,7215432
20/08/2018 14:00:20.355,7213337
20/08/2018 14:00:20.395,7211924
20/08/2018 14:00:20.435,7210195
20/08/2018 14:00:20.475,7211348
20/08/2018 14:00:20.515,7213233
20/08/2018 14:00:20.555,7214280
20/08/2018 14:00:20.595,7213233
20/08/2018 14:00:20.635,7213180
20/08/2018 14:00:20.675,7211976
20/08/2018 14:00:20.715,7211295
20/08/2018 14:00:20.755,7210876
20/08/2018 14:00:20.795,7210038
20/08/2018 14:00:20.835,7209358
20/08/2018 14:00:20.875,7206949
20/08/2018 14:00:20.915,7206896
20/08/2018 14:00:20.955,7206687
20/08/2018 14:00:20.995,7207420
20/08/2018 14:00:21.035,7205954
20/08/2018 14:00:21.075,7204697
20/08/2018 14:00:21.115,7204592
20/08/2018 14:00:21.155,7204697
20/08/2018 14:00:21.195,7204487
20/08/2018 14:00:21.235,7203807
20/08/2018 14:00:21.275,7202602
20/08/2018 14:00:21.315,7201660
20/08/2018 14:00:21.355,7201503
20/08/2018 14:00:21.395,7202969
20/08/2018 14:00:21.435,7200927
20/08/2018 14:00:21.475,7198937
20/08/2018 14:00:21.515,7199251
20/08/2018 14:00:21.555,7199408
20/08/2018 14:00:21.595,7200508
20/08/2018 14:00:21.635,7201817
20/08/2018 14:00:21.675,7203493
20/08/2018 14:00:21.715,7205692
20/08/2018 14:00:21.755,7207054
20/08/2018 14:00:21.795,7208153
20/08/2018 14:00:21.835,7209672
20/08/2018 14:00:21.875,7211348
20/08/2018 14:00:21.915,7213233
20/08/2018 14:00:21.955,7214333
20/08/2018 14:00:21.995,7216218
20/08/2018 14:00:22.035,7216427
20/08/2018 14:00:22.075,7217055
20/08/2018 14:00:22.115,7217841
20/08/2018 14:00:22.155,7219569
20/08/2018 14:00:22.195,7221088
20/08/2018 14:00:22.235,7222292
20/08/2018 14:00:22.275,7223549
20/08/2018 14:00:22.315,7225748
20/08/2018 14:00:22.355,7226953
20/08/2018 14:00:22.395,7227476
20/08/2018 14:00:22.435,7228105
20/08/2018 14:00:22.475,7228576
20/08/2018 14:00:22.515,7228838
20/08/2018 14:00:22.555,7228105
20/08/2018 14:00:22.595,7229414
20/08/2018 14:00:22.635,7228157
20/08/2018 14:00:22.675,7226848
20/08/2018 14:00:22.715,7226168
20/08/2018 14:00:22.755,7225434
20/08/2018 14:00:22.795,7224439
20/08/2018 14:00:22.835,7224911
20/08/2018 14:00:22.875,7224963
20/08/2018 14:00:22.915,7224701
20/08/2018 14:00:22.955,7224335
20/08/2018 14:00:22.995,7223811
20/08/2018 14:00:23.035,7224701
20/08/2018 14:00:23.075,7225225
20/08/2018 14:00:23.115,7225382
20/08/2018 14:00:23.155,7224492
20/08/2018 14:00:23.195,7225068
20/08/2018 14:00:23.235,7224492
20/08/2018 14:00:23.275,7221873
20/08/2018 14:00:23.315,7221716
20/08/2018 14:00:23.355,7220040
20/08/2018 14:00:23.395,7219883
20/08/2018 14:00:23.435,7220774
20/08/2018 14:00:23.475,7220721
20/08/2018 14:00:23.515,7220983
20/08/2018 14:00:23.555,7221140
20/08/2018 14:00:23.595,7222187
20/08/2018 14:00:23.635,7223444
20/08/2018 14:00:23.675,7223915
20/08/2018 14:00:23.715,7224282
20/08/2018 14:00:23.755,7225015
20/08/2018 14:00:23.795,7224963
20/08/2018 14:00:23.835,7224492
20/08/2018 14:00:23.875,7221245
20/08/2018 14:00:23.915,7219360
20/08/2018 14:00:23.955,7220197
20/08/2018 14:00:23.995,7218784
20/08/2018 14:00:24.035,7218312
20/08/2018 14:00:24.075,7218731
20/08/2018 14:00:24.115,7219098
20/08/2018 14:00:24.155,7218731
20/08/2018 14:00:24.195,7218836
20/08/2018 14:00:24.235,7217946
20/08/2018 14:00:24.275,7218155
20/08/2018 14:00:24.315,7216480
20/08/2018 14:00:24.355,7216270
20/08/2018 14:00:24.395,7214856
20/08/2018 14:00:24.435,7213914
20/08/2018 14:00:24.475,7213494
20/08/2018 14:00:24.515,7210929
20/08/2018 14:00:24.555,7208310
20/08/2018 14:00:24.595,7207368
20/08/2018 14:00:24.635,7205744
20/08/2018 14:00:24.675,7204592
20/08/2018 14:00:24.715,7203231
20/08/2018 14:00:24.755,7202288
20/08/2018 14:00:24.795,7202236
20/08/2018 14:00:24.835,7203440
20/08/2018 14:00:24.875,7203912
20/08/2018 14:00:24.915,7205116
20/08/2018 14:00:24.955,7205378
20/08/2018 14:00:24.995,7206792
20/08/2018 14:00:25.035,7208363
20/08/2018 14:00:25.075,7210248
20/08/2018 14:00:25.115,7212133
20/08/2018 14:00:25.155,7214228
20/08/2018 14:00:25.195,7215066
20/08/2018 14:00:25.235,7215275
20/08/2018 14:00:25.275,7217055
20/08/2018 14:00:25.315,7218784
20/08/2018 14:00:25.355,7221402
20/08/2018 14:00:25.395,7223915
20/08/2018 14:00:25.435,7226848
20/08/2018 14:00:25.475,7228524
20/08/2018 14:00:25.515,7231457
20/08/2018 14:00:25.555,7233342
20/08/2018 14:00:25.595,7235646
20/08/2018 14:00:25.635,7237531
20/08/2018 14:00:25.675,7239102
20/08/2018 14:00:25.715,7241982
